"RCTrack","RCDate","RCRace","AeMto","Weight","Horse","FD","TripleCrown","Sex","YBorn","MBorn","State","Breeder","Color","Sire","SireSire","Dam","DamSire","Owner","Sale","SaleYear","SalePrice","LastRaced","Bute","Lasix","Blinker","ClaimPrice","Apprentice","Jockey","Trainer","PostPosition","CYEarnings","CYStarts","CYWins","CYPlaces","CYShows","PYEarnings","PYStarts","PYWins","PYPlaces","PYShows","Earnings","Starts","Wins","Places","Shows","WEarnings","WStarts","WWins","WPlaces","WShows","TEarnings","TStarts","TWins","TPlaces","TShows","DEarnings","DStarts","DWins","DPlaces","DShows","TrkEarnings","TrkStarts","TrkWins","TrkPlaces","TrkShows","DistEarnings","DistStarts","DistWins","DistPlaces","DistShows","Entry","JockMeetStarts","JockMeetEarnings","JockMeetWins","JockMeetPlaces","JockMeetShows","JockMeetWinPct","JockMeetMoneyPct","JockYTDStarts","JockYTDEarnings","JockYTDWins","JockYTDPlaces","JockYTDShows","JockYTDWinPct","JockYTDMoneyPct","TrainerMeetStarts","TrainerMeetEarnings","TrainerMeetWins","TrainerMeetPlaces","TrainerMeetShows","TrainerMeetWinPct","TrainerMeetMoneyPct","TrainerYTDStarts","TrainerYTDEarnings","TrainerYTDWins","TrainerYTDPlaces","TrainerYTDShows","TrainerYTDWinPct","TrainerYTDMoneyPct","QtrStarts","QtrEarnings","QtrWins","QtrPlaces","QtrShows","EnteredTrack","EnteredDate","EnteredRace","StatsPriorYear","StudFee","Scratch","JTTrackPeriod","JTTrackStarts","JTTrackEarnings","JTTrackWinPct","JTAllStarts","JTAllWinPct","JTAllRoi"
"Pim",05/21/2016,9,"",116,"Formal Summation","D","N","c",2013,4,"Fla","Lynne Boutte & Chris Boutte","Dk. b or br","In Summation","Put It Back","Formal Desire","Formal Dinner","Tommy Roberts Racing Stable LLC","OBSAUG",14,6.200,04/23/2016,"","L","",0.00,0,"McCarthy T","O'Connell Kathleen",8,7.000,3,0,1,0,104.963,6,2,1,0,111.963,9,2,2,0,47.000,2,1,0,0,0.900,1,0,0,0,111.063,8,2,2,0,0.000,0,0,0,0,23.763,3,0,1,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,0,0.000,0,0,0,0.00,0.00,281,0.000,39,39,31,0.14,0.39,0,0.000,0,0,0,"",,0,12/19/2015,2.500,"N","2015-16",0,0.00,0.00,29,0.10,0.83
"Pim",05/21/2016,10,"",118,"Monster Sleeping","D","N","m",2009,3,"Md","Mr. & Mrs. Kenneth C. Holt & Mr. & Mrs. Mark Vogel","Dk. b or br","Oratory","Pulpit","Bold Questor","Norquestor","Charles J. Reed","",0,0.000,04/03/2016,"","L","",0.00,0,"McCarthy T","Capuano Dale",1,34.827,1,1,0,0,132.570,7,2,0,2,516.707,48,10,10,9,4.690,4,0,0,0,283.507,16,4,3,2,233.200,32,6,7,7,1.560,1,0,0,0,6.060,2,0,0,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,4,0.000,0,1,0,0.00,0.25,103,0.000,14,14,18,0.14,0.45,0,0.000,0,0,0,"",,0,11/26/2015,3.500,"N","2015-16",8,0.00,0.00,59,0.14,1.44
"Pim",05/21/2016,10,"",118,"Peace Prize","F","N","f",2012,2,"Ire","Glashare House Stud","B.","Alfred Nobel*Ire","Danehill Dancer*Ire","Applaud","Rahy","Flying Pheasant Farm LLC","",0,0.000,05/07/2016,"","L","",0.00,0,"Francois K","Delozier Joseph III",2,6.720,1,0,1,0,16.264,8,2,0,1,22.984,9,2,1,1,0.000,0,0,0,0,22.984,6,2,1,1,0.000,3,0,0,0,0.000,0,0,0,0,6.720,1,0,1,0,"",9,0.000,1,0,2,0.11,0.33,165,0.000,17,14,21,0.10,0.32,1,0.000,0,0,0,0.00,0.00,13,0.000,2,0,0,0.15,0.15,0,0.000,0,0,0,"",,0,07/20/2015,4.994,"N","2015-16",1,0.00,0.00,9,0.22,7.00
"Pim",05/21/2016,10,"",118,"Tiger Ride","D","N","f",2012,3,"Ky","Dixiana Farms LLC","B.","Candy Ride*Arg","Ride the Rails","Royal Tigress","Storm Cat","Dixiana Farms LLC","",0,0.000,04/16/2016,"","L","",0.00,0,"Prado E S","Motion H Graham",3,39.750,2,0,1,0,295.780,7,4,0,0,373.430,11,5,1,1,60.295,1,1,0,0,174.835,6,3,0,0,198.595,5,2,1,1,0.000,0,0,0,0,54.450,4,2,0,0,"",15,0.000,4,2,4,0.27,0.67,148,0.000,18,23,18,0.12,0.40,2,0.000,0,0,1,0.00,0.50,199,0.000,24,39,35,0.12,0.49,0,0.000,0,0,0,"PIM",05/20/16,9,10/24/2015,60.000,"N","2015-16",0,0.00,0.00,34,0.24,2.84
"Pim",05/21/2016,10,"",118,"Camille Claudel","D","N","m",2011,4,"Ky","Gail Cullen & Jeanne Owens","Gr/ro","Broken Vow","Unbridled","Charming Ruckus","Silver Charm","Sycamore Racing II","",0,0.000,03/19/2016,"","L","",0.00,0,"NO RIDER","Abbott Francis III",4,12.600,1,1,0,0,30.000,2,1,1,0,98.437,9,3,3,0,35.400,2,2,0,0,0.000,0,0,0,0,98.437,9,3,3,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,0.00,0.00,1,0.000,1,0,0,1.00,1.00,28,0.000,4,2,2,0.14,0.29,0,0.000,0,0,0,"PIM",05/20/16,9,06/20/2015,25.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,10,"",118,"Ol' Fashion Gal","D","N","f",2012,3,"Ky","John C. Oxley","Ch.","Sky Mesa","Pulpit","Little Hussy","Horse Chestnut*SAf","Bill & Vicki Poston Racing, Inc.","KEESEP",13,60.000,04/20/2016,"","L","",0.00,0,"Leparoux J R","Casse Mark",5,22.440,2,0,2,0,74.537,3,1,0,0,220.827,8,3,2,0,0.000,0,0,0,0,147.290,6,2,2,0,73.537,2,1,0,0,0.000,0,0,0,0,13.200,1,0,1,0,"",0,0.000,0,0,0,0.00,0.00,365,0.000,69,39,47,0.19,0.42,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,05/24/2015,20.000,"N","2015-16",2,0.00,0.00,137,0.27,2.08
"Pim",05/21/2016,10,"",118,"Nisharora","F","N","m",2011,2,"Ire","Angelo Robiati","Ch.","Excellent Art*GB","Pivotal*GB","Art Fair*GB","Alzao","Valor Ladies, LLC","",0,0.000,04/16/2016,"","L","",0.00,0,"Karamanos H A","Rubley Kelly",6,7.500,1,0,0,1,42.140,5,1,1,1,93.723,11,3,2,2,0.000,0,0,0,0,93.723,11,3,2,2,0.000,0,0,0,0,0.000,0,0,0,0,14.640,2,0,1,1,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,0,0.000,0,0,0,0.00,0.00,30,0.000,1,5,5,0.03,0.37,0,0.000,0,0,0,"",,0,12/27/2015,10.000,"N","2015-16",0,0.00,0.00,3,0.33,2.53
"Pim",05/21/2016,10,"",118,"Flying Tipat","D","N","f",2012,4,"Ky","Frank Jones","B.","Tapit","Pulpit","Flying Marlin","Marlin","Frank L. Jones, Jr.","",0,0.000,04/03/2016,"","L","",0.00,0,"Lanerie C J","Romans Dale",7,25.080,3,1,0,0,57.850,10,0,2,2,125.830,16,2,2,3,11.054,1,0,0,1,114.776,15,2,2,2,11.054,1,0,0,1,0.000,0,0,0,0,75.694,8,1,2,2,"",0,0.000,0,0,0,0.00,0.00,491,0.000,74,64,56,0.15,0.40,0,0.000,0,0,0,0.00,0.00,174,0.000,23,29,18,0.13,0.40,0,0.000,0,0,0,"",,0,11/13/2015,300.000,"N","2015-16",0,0.00,0.00,258,0.17,2.19
"Pim",05/21/2016,10,"",118,"Josdesanimaux","D","N","f",2012,2,"Fla","Palm Beach Racing II, LLC","B.","Leroidesanimaux*Brz","Candy Stripes","Jost d'Oro","Medaglia d'Oro","Palm Beach Racing","",0,0.000,04/09/2016,"","L","",0.00,0,"Lezcano J","Casse Mark",8,15.000,1,0,1,0,177.300,5,4,0,0,193.380,9,4,1,0,0.000,0,0,0,0,193.020,8,4,1,0,0.360,1,0,0,0,0.000,0,0,0,0,56.460,5,2,1,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,09/05/2015,20.410,"N","2015-16",0,0.00,0.00,102,0.23,2.30
"Pim",05/21/2016,10,"",118,"Mizz Money","D","N","f",2012,2,"Ky","Bernie Flint, Ron Hillerich & LTB Inc.","Gr/ro","Mizzen Mast","Cozzene","Abbeyville Miss","Grand Slam","L. T. B., Inc & Hillerich Racing Inc.","",0,0.000,03/26/2016,"","L","",0.00,0,"Castellano J J","Flint Bernard S",9,60.260,4,1,2,1,184.554,12,4,2,0,248.248,18,5,4,2,1.786,2,0,0,0,233.628,13,5,4,1,14.620,5,0,0,1,0.000,0,0,0,0,54.260,3,1,2,0,"",0,0.000,0,0,0,0.00,0.00,566,0.000,124,95,81,0.22,0.53,0,0.000,0,0,0,0.00,0.00,55,0.000,9,12,4,0.16,0.45,0,0.000,0,0,0,"",,0,12/26/2015,12.500,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,10,"",118,"Ginger N Rye","D","N","f",2012,3,"Md","Sagamore Farm, LLC","Ch.","More Than Ready","Southern Halo","La Milanesa","Mr. Greeley","Sagamore Farm","",0,0.000,04/16/2016,"","L","",0.00,0,"Carrasco V R","DePaz Horacio",10,20.000,1,0,1,0,66.228,4,2,1,0,126.688,9,3,3,0,36.660,2,1,1,0,87.028,6,2,2,0,39.660,3,1,1,0,0.000,0,0,0,0,23.640,2,1,0,0,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,0,0.000,0,0,0,0.00,0.00,9,0.000,0,2,1,0.00,0.33,0,0.000,0,0,0,"",,0,10/24/2015,50.000,"N","2015-16",0,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,10,"",118,"Vielsalm","D","N","m",2010,2,"Md","Dr. & Mrs. Thomas Bowman & Brooke Bowman","B.","Fairbanks","Giant's Causeway","Merriweather","Opening Verse","Brooke Bowman","",0,0.000,04/24/2016,"","L","",0.00,0,"Boyce F","Ashby Lynn",11,0.000,1,0,0,0,84.371,8,2,2,1,258.787,32,6,8,5,18.760,4,1,1,1,201.242,22,4,6,3,57.545,10,2,2,2,18.614,4,0,1,1,82.631,12,2,3,1,"",9,0.000,1,1,0,0.11,0.22,163,0.000,16,21,18,0.10,0.34,0,0.000,0,0,0,0.00,0.00,20,0.000,3,1,1,0.15,0.25,0,0.000,0,0,0,"",,0,11/15/2015,2.500,"N","2015-16",0,0.00,0.00,3,0.33,2.07
"Pim",05/21/2016,10,"",118,"Heath","D","N","f",2012,4,"Ky","Claiborne Farm & Adele B. Dilschneider","Ch.","Pulpit","A.P. Indy","Greenery","Galileo*Ire","Claiborne Farm & Adele B. Dilschneider","",0,0.000,04/27/2016,"","L","",0.00,0,"Geroux F","Mott William I",12,38.400,1,1,0,0,125.100,7,2,1,2,163.700,9,3,1,2,0.000,0,0,0,0,163.500,8,3,1,2,0.200,1,0,0,0,0.000,0,0,0,0,52.000,3,2,0,1,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,236,0.000,31,32,26,0.13,0.38,0,0.000,0,0,0,"",,0,09/19/2015,50.000,"N","2015-16",0,0.00,0.00,21,0.24,3.52
"Pim",05/21/2016,11,"",116,"Lazarus Project","D","N","c",2013,2,"Ky","Greenwood Lodge Farm, Inc.","B.","Discreetly Mine","Mineshaft","Oil Empress","Empire Maker","Leonard C. Green & Robert McLynn","OBSAPR",15,40.000,04/03/2016,"","L","",0.00,0,"Stevens G L","Orseno Joseph",1,36.360,3,1,2,0,45.200,2,1,1,0,81.560,5,2,3,0,0.000,0,0,0,0,0.000,0,0,0,0,81.560,5,2,3,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,117,0.000,15,23,19,0.13,0.49,0,0.000,0,0,0,0.00,0.00,103,0.000,12,12,10,0.12,0.33,0,0.000,0,0,0,"",,0,11/21/2015,5.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,11,"",116,"Cadeyrn","D","Y","c",2013,3,"Ky","T. F. VanMeter, Gaines-Gentry Thoroughbreds & Fox Strauss","Dk. b or br","Malibu Moon","A.P. Indy","Dream Street","Tale of the Cat","Tom O'Grady","EASMAY",15,160.000,02/20/2016,"","L","",0.00,0,"Rosario J","Englehart Jeremiah C",2,42.000,2,1,0,1,18.000,2,0,1,1,60.000,4,1,1,2,0.000,0,0,0,0,0.000,0,0,0,0,60.000,4,1,1,2,0.000,0,0,0,0,18.000,2,0,1,1,"",0,0.000,0,0,0,0.00,0.00,249,0.000,47,44,41,0.19,0.53,0,0.000,0,0,0,0.00,0.00,146,0.000,26,21,33,0.18,0.55,0,0.000,0,0,0,"",,0,12/13/2015,95.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,11,"",116,"Kingslayer","D","N","c",2013,2,"Ky","Offshoot Farm LLC","B.","Ghostzapper","Awesome Again","Leigh Lake","Kris S.","John A. Sullivan","",0,0.000,04/30/2016,"","L","",0.00,0,"Navarro J","Servis John C",3,74.500,4,2,1,1,9.000,3,0,0,1,83.500,7,2,1,2,30.000,1,1,0,0,0.000,0,0,0,0,83.500,7,2,1,2,0.000,0,0,0,0,5.500,1,0,0,1,"",0,0.000,0,0,0,0.00,0.00,107,0.000,23,18,7,0.22,0.45,0,0.000,0,0,0,0.00,0.00,81,0.000,28,12,6,0.35,0.57,0,0.000,0,0,0,"",,0,11/29/2015,60.000,"N","2015-16",2,4.90,0.50,81,0.33,3.33
"Pim",05/21/2016,11,"",116,"Voluntario","D","N","c",2013,3,"Ky","Michael Feuerborn & Amy Feuerborn","B.","Hold Me Back","Giant's Causeway","Cliff's Secret","The Cliff's Edge","Luis Archilla","",0,0.000,04/15/2016,"","L","",0.00,0,"Lezcano J","Rodriguez Rudy R",4,53.600,3,1,1,1,33.932,3,1,0,0,87.532,6,2,1,1,0.000,0,0,0,0,0.332,1,0,0,0,87.200,5,2,1,1,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,7,0.000,1,2,1,0.14,0.57,244,0.000,58,44,38,0.24,0.57,0,0.000,0,0,0,"",,0,11/14/2015,5.000,"N","2015-16",0,0.00,0.00,2,0.00,0.00
"Pim",05/21/2016,11,"",116,"American Freedom","D","Y","c",2013,4,"Ky","Centaur Farms, Inc.","B.","Pulpit","A.P. Indy","Gottcha Last","Pleasant Tap","Gary & Mary West","KEESEP",14,500.000,05/07/2016,"","L","",0.00,0,"Geroux F","Baffert Bob",5,36.100,2,1,0,0,0.000,0,0,0,0,36.100,2,1,0,0,33.600,1,1,0,0,0.000,0,0,0,0,36.100,2,1,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,148,0.000,33,26,21,0.22,0.54,0,0.000,0,0,0,"",,0,,50.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,11,"",116,"Donegal Moon","D","Y","c",2013,3,"Ky","Patchen Wilkes Farm, LLC","Ch.","Malibu Moon","A.P. Indy","Perfect Cause","Giant's Causeway","Donegal Racing","KEESEP",14,220.000,04/09/2016,"","L","",0.00,0,"Castellano J J","Pletcher Todd A",6,40.322,4,1,0,0,62.930,5,1,1,1,103.252,9,2,1,1,11.200,1,0,1,0,8.300,1,0,0,1,94.952,8,2,1,0,0.000,0,0,0,0,18.700,3,0,1,0,"",0,0.000,0,0,0,0.00,0.00,566,0.000,124,95,81,0.22,0.53,0,0.000,0,0,0,0.00,0.00,505,0.000,117,75,67,0.23,0.51,0,0.000,0,0,0,"",,0,11/28/2015,95.000,"N","2015-16",2,2.30,0.50,321,0.26,1.70
"Pim",05/21/2016,11,"",116,"Dazzling Gem","D","Y","c",2013,3,"Ky","Lisa Reynolds & Jennifer Feiner","B.","Misremembered","Candy Ride*Arg","Dazzler","Vindication","Steve Landers Racing LLC","KEESEP",14,95.000,04/16/2016,"","L","",0.00,0,"Saez L","Cox Brad H",7,232.800,4,2,0,1,0.000,0,0,0,0,232.800,4,2,0,1,0.000,0,0,0,0,0.000,0,0,0,0,232.800,4,2,0,1,0.000,0,0,0,0,42.000,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,0,0.000,0,0,0,0.00,0.00,187,0.000,54,22,29,0.29,0.56,0,0.000,0,0,0,"",,0,,3.500,"N","2015-16",0,0.00,0.00,10,0.20,3.26
"Pim",05/21/2016,11,"",116,"Moon King","D","N","c",2013,4,"Ky","Diamond A Racing Corp.","B.","Malibu Moon","A.P. Indy","Goldilocks' Cat","Seeking the Gold","John C. Oxley","OBSMAR",15,675.000,05/07/2016,"","L","",0.00,0,"Leparoux J R","Casse Mark",8,51.640,4,1,1,0,4.150,1,0,0,0,55.790,5,1,1,0,0.000,0,0,0,0,0.000,0,0,0,0,55.790,5,1,1,0,0.000,0,0,0,0,49.600,3,1,1,0,"",0,0.000,0,0,0,0.00,0.00,365,0.000,69,39,47,0.19,0.42,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,07/25/2015,95.000,"N","2015-16",2,0.00,0.00,137,0.27,2.08
"Pim",05/21/2016,11,"",116,"Charmed Victory","D","Y","r",2013,3,"Md","Sycamore Hall Thoroughbreds, LLC","B.","Flatter","A.P. Indy","American Victory","Victory Gallop","Hillwood Stable LLC & Richard L. Golden","EASSEP",14,260.000,04/29/2016,"","L","",0.00,0,"Carrasco V R","Jenkins Rodney",9,48.372,4,1,1,0,29.640,1,1,0,0,78.012,5,2,1,0,0.000,0,0,0,0,0.000,1,0,0,0,78.012,4,2,1,0,0.000,0,0,0,0,2.250,1,0,0,0,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,1,0.000,0,0,1,0.00,1.00,28,0.000,1,2,7,0.04,0.36,0,0.000,0,0,0,"",,0,12/19/2015,30.000,"N","2015-16",7,4.97,0.57,60,0.22,1.82
"Pim",05/21/2016,11,"",116,"Discreet Lover","D","N","c",2013,2,"Fla","Woodford Thoroughbreds","B.","Repent","Louis Quatorze","Discreet Chat","Discreet Cat","Trin-Brook Stables, Inc.","EASMAY",15,10.000,05/07/2016,"","L","",0.00,0,"Flores J L","St Lewis Uriah",10,36.310,4,0,2,1,84.840,7,1,1,1,121.150,11,1,3,2,20.500,2,0,1,0,0.000,0,0,0,0,121.150,11,1,3,2,0.000,0,0,0,0,25.610,2,0,1,1,"",0,0.000,0,0,0,0.00,0.00,119,0.000,17,21,20,0.14,0.49,0,0.000,0,0,0,0.00,0.00,97,0.000,4,10,11,0.04,0.26,0,0.000,0,0,0,"",,0,11/14/2015,1.000,"N","2015-16",0,0.00,0.00,22,0.09,4.30
"Pim",05/21/2016,11,"",116,"I Came to Party","D","N","g",2013,3,"Cal","Ellen Jackson, Kevin Nish & Kim Nish","Dk. b or br","Bold Chieftain","Chief Seattle","Onefunsonofagun","Decarchy","Ronald Clark","",0,0.000,04/23/2016,"","L","",0.00,0,"McCarthy T","Brooks Gerald E",11,45.640,5,1,1,2,15.060,4,1,1,0,60.700,9,2,2,2,21.400,2,1,0,1,3.380,2,0,1,0,57.320,7,2,1,2,0.000,0,0,0,0,0.000,0,0,0,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,2,0.000,1,0,0,0.50,0.50,119,0.000,18,25,19,0.15,0.52,0,0.000,0,0,0,"PIM",05/21/16,6,12/20/2015,3.000,"N","2015-16",2,3.00,0.50,7,0.14,0.86
"Pim",05/21/2016,11,"",116,"Fearless Dragon","D","N","c",2013,4,"Ky","Mark Stansell & Speightstown Syndicate","Ch.","Speightstown","Gone West","Trippi Street","Trippi","Southern Equine Stable LLC & Robert G. L","KEESEP",14,190.000,04/24/2016,"","L","",0.00,0,"Pedroza M A","Guillot Eric",12,36.585,3,1,0,0,0.000,0,0,0,0,36.585,3,1,0,0,0.000,0,0,0,0,0.000,0,0,0,0,36.585,3,1,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,203,0.000,26,27,25,0.13,0.38,0,0.000,0,0,0,0.00,0.00,28,0.000,3,3,3,0.11,0.32,0,0.000,0,0,0,"",,0,,100.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,11,"",116,"Gone Local","D","N","c",2013,4,"Fla","Tim James Mawhinney & Karen Faye Mawhinney","Dk. b or br","Gone Astray","Dixie Union","Local Gossip","Horse Chestnut*SAf","Tim Mawhinney & Kathleen O'Connell","OBSAPR",15,20.000,01/26/2016,"","L","",0.00,0,"Prado E S","O'Connell Kathleen",13,17.700,2,1,0,0,6.400,2,0,1,0,24.100,4,1,1,0,17.700,1,1,0,0,0.000,0,0,0,0,24.100,4,1,1,0,0.000,0,0,0,0,0.000,1,0,0,0,"",15,0.000,4,2,4,0.27,0.67,148,0.000,18,23,18,0.12,0.40,0,0.000,0,0,0,0.00,0.00,281,0.000,39,39,31,0.14,0.39,0,0.000,0,0,0,"",,0,12/19/2015,4.500,"N","2015-16",0,0.00,0.00,2,0.50,20.40
"Pim",05/21/2016,11,"",116,"Gettysburg","D","Y","c",2013,3,"Ky","Whisper Hill Farm","Gr/ro","Pioneerof the Nile","Empire Maker","L. A. Devine","Pulpit","WinStar Farm LLC","KEESEP",14,425.000,04/16/2016,"","L","",0.00,0,"Velazquez J R","Pletcher Todd A",14,151.300,4,1,1,0,4.215,2,0,0,1,155.515,6,1,1,1,0.215,1,0,0,0,0.000,0,0,0,0,155.515,6,1,1,1,0.000,0,0,0,0,10.000,2,0,0,1,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,0,0.000,0,0,0,0.00,0.00,505,0.000,117,75,67,0.23,0.51,0,0.000,0,0,0,"",,0,12/12/2015,125.000,"N","2015-16",4,0.80,0.25,465,0.27,1.87
"Pim",05/21/2016,12,"",118,"Long On Value","D","N","h",2011,3,"Va","Snow Lantern Thoroughbreds","B.","Value Plus","Unbridled's Song","Long Message","Orientate","Wachtel Stable & George J. Kerr","",0,0.000,04/02/2016,"","L","",0.00,0,"Geroux F","Mott William I",1,34.920,2,0,1,0,142.560,4,1,0,1,596.118,20,6,3,2,24.000,2,1,0,0,519.618,14,4,3,1,76.500,6,2,0,1,18.000,1,0,0,0,71.088,4,0,1,0,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,236,0.000,31,32,26,0.13,0.38,0,0.000,0,0,0,"",,0,06/13/2015,4.500,"N","2015-16",0,0.00,0.00,21,0.24,3.52
"Pim",05/21/2016,12,"",118,"Za Approval","D","N","g",2008,4,"Ky","Live Oak Stud","Gr/ro","Ghostzapper","Awesome Again","Win Approval","With Approval","Live Oak Plantation","",0,0.000,10/18/2015,"","L","",0.00,0,"Leparoux J R","Casse Mark",2,177.595,9,1,2,3,179.726,6,1,1,1,1392.666,32,9,9,4,0.000,0,0,0,0,1348.501,28,9,8,2,44.165,4,0,1,2,0.000,0,0,0,0,129.266,6,2,2,0,"",0,0.000,0,0,0,0.00,0.00,365,0.000,69,39,47,0.19,0.42,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,11/28/2014,60.000,"N","2015-16",2,0.00,0.00,137,0.27,2.08
"Pim",05/21/2016,12,"",118,"Captain Dixie","D","N","h",2011,5,"Ky","Randal Family Trust, R David & Marylyn A Randal Trustees","B.","Henrythenavigator","Kingmambo","Dixie Dos","Dixieland Band","James C. Wolf, Timothy N. Hopkins & Jagg","",0,0.000,04/30/2016,"","L","",0.00,0,"Juarez N","Ness Jamie",3,44.710,4,1,2,1,53.615,6,1,2,1,227.031,18,4,6,3,0.000,0,0,0,0,227.031,18,4,6,3,0.000,0,0,0,0,0.000,0,0,0,0,93.321,8,3,2,1,"",8,0.000,1,1,1,0.13,0.38,326,0.000,46,55,44,0.14,0.44,6,0.000,1,2,0,0.17,0.50,279,0.000,56,42,40,0.20,0.49,0,0.000,0,0,0,"",,0,10/15/2015,8.058,"N","2015-16",4,1.90,0.25,20,0.20,1.44
"Pim",05/21/2016,12,"",118,"Takeover Target","D","N","c",2012,3,"Ky","Dorothy A. Matz","B.","Harlan's Holiday","Harlan","Vanquished","Empire Maker","Klaravich Stables, Inc. & William Lawren","KEESEP",13,175.000,04/10/2016,"","L","",0.00,0,"Ortiz I Jr","Brown Chad C",4,42.735,3,0,1,0,558.200,6,3,1,0,645.935,10,4,2,0,0.000,0,0,0,0,645.935,10,4,2,0,0.000,0,0,0,0,0.000,0,0,0,0,171.960,3,2,0,0,"",0,0.000,0,0,0,0.00,0.00,488,0.000,116,104,71,0.24,0.60,0,0.000,0,0,0,0.00,0.00,234,0.000,55,49,29,0.24,0.57,0,0.000,0,0,0,"",,0,10/03/2015,35.000,"N","2015-16",0,0.00,0.00,310,0.27,1.95
"Pim",05/21/2016,12,"",118,"Conquest Typhoon","D","Y","c",2012,3,"Ont-C","Josham Farms Limited","B.","Stormy Atlantic","Storm Cat","Swanky Bubbles","Ascot Knight","Conquest Stables, LLC","KEESEP",13,330.000,04/15/2016,"","L","",0.00,0,"Lezcano J","Casse Mark",5,41.000,3,1,1,0,123.750,4,0,1,1,516.815,13,3,5,1,0.000,0,0,0,0,337.859,9,3,2,0,178.956,4,0,3,1,0.000,0,0,0,0,4.750,2,0,0,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,12/19/2015,25.000,"N","2015-16",0,0.00,0.00,102,0.23,2.30
