"RCTrack","RCDate","RCRace","AeMto","Weight","Horse","FD","TripleCrown","Sex","YBorn","MBorn","State","Breeder","Color","Sire","SireSire","Dam","DamSire","Owner","Sale","SaleYear","SalePrice","LastRaced","Bute","Lasix","Blinker","ClaimPrice","Apprentice","Jockey","Trainer","PostPosition","CYEarnings","CYStarts","CYWins","CYPlaces","CYShows","PYEarnings","PYStarts","PYWins","PYPlaces","PYShows","Earnings","Starts","Wins","Places","Shows","WEarnings","WStarts","WWins","WPlaces","WShows","TEarnings","TStarts","TWins","TPlaces","TShows","DEarnings","DStarts","DWins","DPlaces","DShows","TrkEarnings","TrkStarts","TrkWins","TrkPlaces","TrkShows","DistEarnings","DistStarts","DistWins","DistPlaces","DistShows","Entry","JockMeetStarts","JockMeetEarnings","JockMeetWins","JockMeetPlaces","JockMeetShows","JockMeetWinPct","JockMeetMoneyPct","JockYTDStarts","JockYTDEarnings","JockYTDWins","JockYTDPlaces","JockYTDShows","JockYTDWinPct","JockYTDMoneyPct","TrainerMeetStarts","TrainerMeetEarnings","TrainerMeetWins","TrainerMeetPlaces","TrainerMeetShows","TrainerMeetWinPct","TrainerMeetMoneyPct","TrainerYTDStarts","TrainerYTDEarnings","TrainerYTDWins","TrainerYTDPlaces","TrainerYTDShows","TrainerYTDWinPct","TrainerYTDMoneyPct","QtrStarts","QtrEarnings","QtrWins","QtrPlaces","QtrShows","EnteredTrack","EnteredDate","EnteredRace","StatsPriorYear","StudFee","Scratch","JTTrackPeriod","JTTrackStarts","JTTrackEarnings","JTTrackWinPct","JTAllStarts","JTAllWinPct","JTAllRoi"
"Pim",05/21/2016,12,"",118,"Golden Sabre","D","N","g",2010,6,"Ont-C","Sam-Son Farm","Dk. b or br","Medaglia d'Oro","El Prado*Ire","Strike Softly","Smart Strike","Sam-Son Farm","",0,0.000,04/23/2016,"","L","",0.00,0,"NO RIDER","Motion H Graham",6,15.230,2,0,1,0,193.652,5,2,2,0,317.223,15,4,3,1,0.000,0,0,0,0,193.285,11,2,3,1,123.938,4,2,0,0,0.000,0,0,0,0,55.641,3,1,0,1,"",0,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,0.00,0.00,2,0.000,0,0,1,0.00,0.50,199,0.000,24,39,35,0.12,0.49,0,0.000,0,0,0,"",,0,11/08/2015,150.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,12,"",118,"Grand Arch","D","N","g",2009,2,"Ky","Hunter Valley Farm & S. Hillen","B.","Arch","Kris S.","Bacinella","El Gran Senor","Jim & Susan Hill","",0,0.000,10/31/2015,"","L","",0.00,0,"Saez L","Lynch Brian A",7,1149.100,6,3,0,1,447.970,7,1,3,1,1807.230,24,7,6,7,0.000,0,0,0,0,1800.629,23,7,6,6,6.601,1,0,0,1,0.000,0,0,0,0,88.316,4,2,1,1,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,0,0.000,0,0,0,0.00,0.00,98,0.000,23,11,9,0.23,0.44,0,0.000,0,0,0,"",,0,11/01/2014,0.000,"N","2015-16",0,0.00,0.00,60,0.18,1.83
"Pim",05/21/2016,12,"",118,"Prince Gagarin","F","N","c",2012,4,"Ire","Windflower Overseas","B.","Dubawi*Ire","Dubai Millennium*GB","Cara Fantasy*Ire","Sadler's Wells","Anamoine, Ltd.","",0,0.000,04/28/2016,"","L","",0.00,0,"Castellano J J","Matz Michael R",8,31.920,1,1,0,0,35.220,6,0,1,2,120.615,12,3,2,3,0.000,0,0,0,0,120.615,12,3,2,3,0.000,0,0,0,0,0.000,0,0,0,0,31.920,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,566,0.000,124,95,81,0.22,0.53,3,0.000,1,1,0,0.33,0.67,88,0.000,8,11,7,0.09,0.30,0,0.000,0,0,0,"",,0,09/26/2015,328.843,"N","2015-16",0,0.00,0.00,6,0.00,0.00
"Pim",05/21/2016,12,"",118,"Ring Weekend","D","Y","g",2011,4,"Ky","Gainesway Thoroughbreds Ltd.","Ch.","Tapit","Pulpit","Free the Magic","Cryptoclearance","St. Elias Stable & West Point Thoroughbr","",0,0.000,03/07/2015,"","L","",0.00,0,"Velazquez J R","Motion H Graham",9,240.000,1,1,0,0,842.150,10,4,3,0,1095.410,14,5,3,2,3.060,1,0,0,0,748.650,6,3,2,0,346.760,8,2,1,2,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,2,0.000,0,0,1,0.00,0.50,199,0.000,24,39,35,0.12,0.49,0,0.000,0,0,0,"",,0,10/31/2014,300.000,"N","2015-16",2,5.20,1.00,66,0.20,1.51
"Pim",05/21/2016,12,"",118,"El Kabeir","D","Y","c",2012,3,"Fla","Rustlewood Farm, Inc.","Gr/ro","Scat Daddy","Johannesburg","Great Venue","Unbridled's Song","Zayat Stables LLC","OBSAUG",13,250.000,02/06/2016,"","L","",0.00,0,"Pedroza M A","Terranova John P II",10,0.345,1,0,0,0,584.000,7,3,1,1,853.237,13,5,2,2,435.000,4,2,1,0,0.000,0,0,0,0,853.237,13,5,2,2,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,203,0.000,26,27,25,0.13,0.38,0,0.000,0,0,0,0.00,0.00,76,0.000,10,13,7,0.13,0.39,0,0.000,0,0,0,"",,0,12/26/2015,0.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,12,"",118,"Force the Pass","D","N","c",2012,3,"Ky","Colts Neck Stables, LLC.","Ch.","Speightstown","Gone West","Social Queen","Dynaformer","Colts Neck Stables LLC","",0,0.000,04/02/2016,"","L","",0.00,0,"Rosario J","Goldberg Alan E",11,19.400,1,0,0,1,1117.754,8,4,2,2,1137.154,9,4,2,3,0.000,0,0,0,0,1137.154,9,4,2,3,0.000,0,0,0,0,20.000,1,0,1,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,249,0.000,47,44,41,0.19,0.53,1,0.000,0,0,0,0.00,0.00,44,0.000,11,3,6,0.25,0.45,0,0.000,0,0,0,"",,0,09/19/2015,100.000,"N","2015-16",1,0.00,0.00,10,0.40,5.36
"Pim",05/21/2016,12,"",124,"Take the Stand","F","N","h",2011,10,"Arg","Santa Maria de Araras","Dk. b or br","Not For Sale*Arg","Parade Marshal","Taken Away*Brz","Wild Event","Earle I. Mack LLC, Wachtel Stable & Brou","",0,0.000,03/26/2016,"","L","",0.00,0,"Prado E S","Mott William I",12,210.000,2,1,1,0,87.118,6,3,0,0,317.631,12,6,2,1,1.227,1,0,0,1,316.404,11,6,2,0,1.227,1,0,0,1,0.000,0,0,0,0,85.000,3,1,1,0,"",15,0.000,4,2,4,0.27,0.67,148,0.000,18,23,18,0.12,0.40,0,0.000,0,0,0,0.00,0.00,236,0.000,31,32,26,0.13,0.38,0,0.000,0,0,0,"",,0,11/21/2015,0.000,"N","2015-16",0,0.00,0.00,11,0.36,3.83
"Pim",05/21/2016,12,"",118,"Cage Fighter","D","N","h",2010,4,"Fla","Craig L. Wheeler","B.","Closing Argument","Successful Appeal","Untamed Passion","Pulpit","Matthew Schera","",0,0.000,04/23/2016,"","L","",0.00,0,"Navarro J","Lawrence James L II",13,0.000,1,0,0,0,270.650,7,2,2,1,388.471,18,6,5,2,21.478,2,1,0,1,366.993,16,5,5,1,21.478,2,1,0,1,85.650,2,1,1,0,185.263,8,4,3,1,"",0,0.000,0,0,0,0.00,0.00,107,0.000,23,18,7,0.22,0.45,4,0.000,0,0,0,0.00,0.00,61,0.000,6,12,5,0.10,0.38,0,0.000,0,0,0,"",,0,10/31/2015,4.000,"N","2015-16",0,0.00,0.00,6,0.17,1.00
"Pim",05/21/2016,13,"",126,"Cherry Wine","D","Y","c",2013,2,"Ky","Pacella Racing, Frank L Jones, Jr , Frank Shoop","Gr/ro","Paddy O'Prado","El Prado*Ire","C. S. Royce","Unbridled's Song","William Pacella, Frank L. Jones, Jr. & F","",0,0.000,04/09/2016,"","L","",0.00,0,"Lanerie C J","Romans Dale",1,167.800,3,1,0,1,51.078,5,1,1,1,218.878,8,2,1,2,33.000,1,1,0,0,16.932,3,0,1,1,201.946,5,2,0,1,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,491,0.000,74,64,56,0.15,0.40,0,0.000,0,0,0,0.00,0.00,174,0.000,23,29,18,0.13,0.40,0,0.000,0,0,0,"",,0,11/28/2015,5.000,"N","2015-16",0,0.00,0.00,258,0.17,2.19
"Pim",05/21/2016,13,"",126,"Uncle Lino","D","Y","c",2013,2,"Ky","JPR Stable, LLC","B.","Uncle Mo","Indian Charlie","Haysee","Orientate","Tom Mansor, Purple Shamrock Racing & Gar","KEESEP",14,52.000,04/30/2016,"","L","",0.00,0,"Perez F H","Sherlock Gary",2,270.960,5,1,1,2,45.200,2,1,1,0,316.160,7,2,2,2,134.000,2,0,1,1,0.000,0,0,0,0,316.160,7,2,2,2,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,234,0.000,27,25,30,0.12,0.35,0,0.000,0,0,0,0.00,0.00,55,0.000,5,9,9,0.09,0.42,0,0.000,0,0,0,"",,0,11/29/2015,75.000,"N","2015-16",0,0.00,0.00,37,0.16,4.90
"Pim",05/21/2016,13,"",126,"Nyquist","D","Y","c",2013,3,"Ky","Summerhill Farm","B.","Uncle Mo","Indian Charlie","Seeking Gabrielle","Forestry","Reddam Racing LLC","FTFMAR",15,400.000,05/07/2016,"","L","",0.00,0,"Gutierrez Mario","O'Neill Doug",3,3340.600,3,3,0,0,1613.600,5,5,0,0,4954.200,8,8,0,0,1589.000,1,1,0,0,0.000,0,0,0,0,4954.200,8,8,0,0,0.000,0,0,0,0,1631.600,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,234,0.000,33,41,30,0.14,0.44,0,0.000,0,0,0,0.00,0.00,254,0.000,46,38,27,0.18,0.44,0,0.000,0,0,0,"",,0,10/31/2015,75.000,"N","2015-16",0,0.00,0.00,269,0.22,1.97
"Pim",05/21/2016,13,"",126,"Awesome Speed","D","Y","c",2013,3,"Ky","Allen Poindexter & Adena Springs","Dk. b or br","Awesome Again","Deputy Minister","Speedy Escape","Aptitude","Colts Neck Stables LLC","FTFMAR",15,335.000,04/09/2016,"","L","",0.00,0,"Toledo J","Goldberg Alan E",4,140.560,3,2,0,0,83.100,3,2,0,0,223.660,6,4,0,0,60.000,1,1,0,0,0.000,0,0,0,0,223.660,6,4,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,1,0.000,0,0,0,0.00,0.00,44,0.000,11,3,6,0.25,0.45,0,0.000,0,0,0,"",,0,11/14/2015,75.000,"N","2015-16",2,0.00,0.00,23,0.35,2.70
"Pim",05/21/2016,13,"",126,"Exaggerator","D","Y","c",2013,2,"Ky","Joseph B. Murphy","Dk. b or br","Curlin","Smart Strike","Dawn Raid","Vindication","Big Chief Racing, LLC, Head of Plains Pa","KEESEP",14,110.000,05/07/2016,"","L","",0.00,0,"Desormeaux K J","Desormeaux J Keith",5,1088.000,4,1,2,1,983.120,6,3,1,0,2071.120,10,4,3,1,1300.000,3,2,1,0,0.000,0,0,0,0,2071.120,10,4,3,1,0.000,0,0,0,0,400.000,1,0,1,0,"",0,0.000,0,0,0,0.00,0.00,193,0.000,35,36,28,0.18,0.51,0,0.000,0,0,0,0.00,0.00,68,0.000,11,11,13,0.16,0.51,0,0.000,0,0,0,"",,0,11/21/2015,100.000,"N","2015-16",0,0.00,0.00,166,0.17,1.75
"Pim",05/21/2016,13,"",126,"Lani","D","Y","c",2013,2,"Ky","North Hills Co. Limited","Gr/ro","Tapit","Pulpit","Heavenly Romance*Jpn","Sunday Silence","Koji Maeda","",0,0.000,05/07/2016,"","","",0.00,0,"Take Y","Matsunaga Mikio",6,1215.984,3,1,0,0,150.634,4,2,1,0,1366.618,7,3,1,0,116.799,3,1,1,0,9.119,1,0,0,0,1357.499,6,3,1,0,0.000,0,0,0,0,1200.000,2,1,0,0,"",0,0.000,0,0,0,0.00,0.00,1,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,0.00,0.00,1,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,"",,0,11/28/2015,300.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,13,"",126,"Collected","D","Y","c",2013,3,"Ky","Runnymede Farm Inc. & Peter J. Callahan","Ch.","City Zip","Carson City","Helena Bay*GB","Johannesburg","Speedway Stable LLC","OBSMAR",15,170.000,04/16/2016,"","L","",0.00,0,"Castellano J J","Baffert Bob",7,382.500,4,3,0,0,51.200,2,1,1,0,433.700,6,4,1,0,25.000,1,0,0,0,51.200,2,1,1,0,382.500,4,3,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,566,0.000,124,95,81,0.22,0.53,0,0.000,0,0,0,0.00,0.00,148,0.000,33,26,21,0.22,0.54,0,0.000,0,0,0,"",,0,11/29/2015,40.000,"N","2015-16",0,0.00,0.00,5,0.60,2.96
"Pim",05/21/2016,13,"",126,"Laoban","D","Y","c",2013,1,"Ky","Respite Farm","Dk. b or br","Uncle Mo","Indian Charlie","Chattertown","Speightstown","McCormick Racing LLC & Southern Equine S","KEESEP",14,260.000,04/09/2016,"","L","F",0.00,0,"Geroux F","Guillot Eric",8,142.000,3,0,1,1,9.250,2,0,1,0,151.250,5,0,2,1,0.000,0,0,0,0,0.000,0,0,0,0,151.250,5,0,2,1,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,28,0.000,3,3,3,0.11,0.32,0,0.000,0,0,0,"",,0,12/05/2015,75.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,13,"",126,"Abiding Star","D","Y","c",2013,3,"Fla","Gilbert G. Campbell","B.","Uncle Mo","Indian Charlie","Abiding","Dynaformer","Stonehedge LLC","",0,0.000,05/07/2016,"","L","",0.00,0,"Acosta J D","Allard Edward T",9,187.410,5,5,0,0,14.975,6,0,1,1,202.385,11,5,1,1,92.400,3,2,0,0,0.300,1,0,0,0,202.085,10,5,1,1,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,343,0.000,60,40,47,0.17,0.43,0,0.000,0,0,0,0.00,0.00,23,0.000,8,3,2,0.35,0.57,0,0.000,0,0,0,"",,0,12/18/2015,75.000,"N","2015-16",0,0.00,0.00,12,0.33,3.42
"Pim",05/21/2016,13,"",126,"Fellowship","D","Y","c",2013,3,"Fla","Jacks or Better Farm Inc.","Ch.","Awesome of Course","Awesome Again","Go Girlfriend Go","Demidoff","Jacks or Better Farm, Inc.","",0,0.000,05/07/2016,"","L","",0.00,0,"Lezcano J","Casse Mark",10,183.565,5,0,0,3,391.150,7,2,3,0,574.715,12,2,3,3,95.000,2,0,0,1,0.000,0,0,0,0,574.715,12,2,3,3,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,11/28/2015,5.000,"N","2015-16",0,0.00,0.00,102,0.23,2.30
"Pim",05/21/2016,13,"",126,"Stradivari","D","Y","c",2013,4,"Ky","John D. Gunther","Dk. b or br","Medaglia d'Oro","El Prado*Ire","Bending Strings","American Chance","John D. Gunther, Michael B. Tabor, Derri","",0,0.000,04/17/2016,"","L","",0.00,0,"Velazquez J R","Pletcher Todd A",11,37.200,1,1,0,0,27.000,2,1,0,0,64.200,3,2,0,0,24.000,1,1,0,0,0.000,0,0,0,0,64.200,3,2,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,0,0.000,0,0,0,0.00,0.00,505,0.000,117,75,67,0.23,0.51,0,0.000,0,0,0,"",,0,12/05/2015,150.000,"N","2015-16",4,0.80,0.25,465,0.27,1.87
"Pim",05/21/2016,14,"",119,"Brucarita","D","N","g",2013,2,"Ky","Edith R. Dixon","Ch.","Kitten's Joy","El Prado*Ire","Aunt Henny","Hennessy","Edith R. Dixon","",0,0.000,04/17/2016,"","L","",0.00,0,"Velazquez J R","Matz Michael R",1,7.940,2,0,1,0,0.000,0,0,0,0,7.940,2,0,1,0,0.000,0,0,0,0,7.940,2,0,1,0,0.000,0,0,0,0,0.000,0,0,0,0,4.940,1,0,1,0,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,3,0.000,1,1,0,0.33,0.67,88,0.000,8,11,7,0.09,0.30,0,0.000,0,0,0,"",,0,,100.000,"N","2015-16",0,0.00,0.00,22,0.09,0.68
"Pim",05/21/2016,14,"",119,"Kid Jeter","D","N","g",2013,3,"Ky","Jerry Jamgotchian","Dk. b or br","Lemon Drop Kid","Kingmambo","Giddyup Gadfly","War Chant","Oh Happy Days Stable","OBSAUG",14,65.000,04/15/2016,"","","B",0.00,0,"Karamanos H A","Rubley Kelly",2,4.880,3,0,0,1,2.575,2,0,0,0,7.455,5,0,0,1,1.650,1,0,0,0,4.880,3,0,0,1,2.575,2,0,0,0,0.000,0,0,0,0,4.880,3,0,0,1,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,0,0.000,0,0,0,0.00,0.00,30,0.000,1,5,5,0.03,0.37,0,0.000,0,0,0,"",,0,12/18/2015,40.000,"N","2015-16",0,0.00,0.00,3,0.33,2.53
"Pim",05/21/2016,14,"",124,"Gin Fuzz","D","N","g",2012,4,"Md","Michael J. Harrison DVM","B.","Albert the Great","Go for Gin","Hartbreak","Fuzzbuster","Willowdale Farm Racing No. One LLC","",0,0.000,04/30/2016,"","L","",0.00,0,"Toledo J","Smith Hamilton A",3,2.400,1,0,0,0,10.920,1,0,1,0,50.760,7,0,3,1,10.920,1,0,1,0,7.570,3,0,0,1,43.190,4,0,3,0,0.000,0,0,0,0,2.400,1,0,0,0,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,11,0.000,4,0,0,0.36,0.36,82,0.000,14,5,11,0.17,0.37,0,0.000,0,0,0,"",,0,03/14/2015,2.500,"N","2015-16",29,1.01,0.14,102,0.17,1.75
"Pim",05/21/2016,14,"",119,"Oyster Soup","D","N","g",2013,4,"Md","Thomas Finacchio & Caroline Rebecca Finacchio","Dk. b or br","Friesan Fire","A.P. Indy","Sultry Katrina","Decarchy","Jay A. Reese","EASSEP",14,3.500,05/06/2016,"","L","",0.00,0,"Perez X","Figgins Ollie L III",4,20.271,5,0,2,1,3.146,1,0,0,1,23.417,6,0,2,2,4.719,1,0,0,1,7.371,1,0,1,0,16.046,5,0,1,2,0.000,0,0,0,0,0.000,0,0,0,0,"",10,0.000,2,0,0,0.20,0.20,178,0.000,11,16,22,0.06,0.28,3,0.000,0,0,0,0.00,0.00,121,0.000,25,18,17,0.21,0.50,0,0.000,0,0,0,"",,0,12/19/2015,4.000,"N","2015-16",9,0.00,0.00,62,0.10,0.65
"Pim",05/21/2016,14,"",119,"Hardly Home","D","Y","g",2013,3,"Ky","Stuart S. Janney, III LLC","Dk. b or br","Hard Spun","Danzig","Home Rule","Empire Maker","Stuart S. Janney, III","",0,0.000,04/22/2016,"","L","",0.00,0,"Carrasco V R","McGaughey III Claude R",5,0.171,1,0,0,0,0.000,0,0,0,0,0.171,1,0,0,0,0.000,0,0,0,0,0.171,1,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.171,1,0,0,0,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,2,0.000,2,0,0,1.00,1.00,84,0.000,18,16,7,0.21,0.49,0,0.000,0,0,0,"",,0,,45.000,"N","2015-16",0,0.00,0.00,1,1.00,7.20
"Pim",05/21/2016,14,"",119,"Colmont Fire","D","N","c",2013,3,"Md","Alison E. Farwell, Jr.","B.","Friesan Fire","A.P. Indy","Double Delta","Double Honor","Colmont Downs","",0,0.000,04/30/2016,"","L","",0.00,0,"Cruz A","Graham Robin L",6,28.360,6,0,2,1,2.000,2,0,0,0,30.360,8,0,2,1,12.120,2,0,1,0,0.800,1,0,0,0,29.560,7,0,2,1,0.000,0,0,0,0,0.000,0,0,0,0,"",13,0.000,0,3,1,0.00,0.31,138,0.000,15,18,16,0.11,0.36,1,0.000,0,0,0,0.00,0.00,41,0.000,4,5,10,0.10,0.46,0,0.000,0,0,0,"",,0,11/29/2015,4.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,14,"",119,"Hoppala","F","N","g",2013,2,"Ire","Moyglare Stud Farms Ltd","B.","Acclamation*GB","Royal Applause*GB","She's Our Mark*GB","Ishiguru","Gregory S. Bentley","",0,0.000,04/15/2016,"","L","",0.00,0,"Vaz E","Graham Edward",7,0.000,1,0,0,0,8.576,5,0,2,2,8.576,6,0,2,2,0.000,0,0,0,0,8.576,6,0,2,2,0.000,0,0,0,0,0.000,0,0,0,0,0.000,1,0,0,0,"",0,0.000,0,0,0,0.00,0.00,32,0.000,5,5,5,0.16,0.47,0,0.000,0,0,0,0.00,0.00,4,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,"",,0,08/01/2015,32.590,"N","2015-16",1,0.00,0.00,11,0.18,2.00
"Pim",05/21/2016,14,"",119,"Chris Krispy Kreme","D","N","g",2013,5,"Md","Dark Hollow Farm","Dk. b or br","Not For Love","Mr. Prospector","Memories of Mystic","Dixie Union","The Elkstone Group LLC","EASSEP",14,15.000,04/16/2016,"","L","",0.00,0,"Juarez N","Rubley Kelly",8,0.000,1,0,0,0,0.000,0,0,0,0,0.000,1,0,0,0,0.000,0,0,0,0,0.000,1,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",8,0.000,1,1,1,0.13,0.38,326,0.000,46,55,44,0.14,0.44,0,0.000,0,0,0,0.00,0.00,30,0.000,1,5,5,0.03,0.37,0,0.000,0,0,0,"",,0,,0.000,"N","2015-16",0,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,14,"M",119,"Joywave","D","N","g",2013,2,"WV","James F. Miller","B.","Harlan's Holiday","Harlan","Cape Cod Bay","Cape Town","Robert V. LaPenta","KEESEP",14,330.000,,"","l","",0.00,0,"NO RIDER","Rodriguez Rudy R",9,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"A",0,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,0.00,0.00,7,0.000,1,2,1,0.14,0.57,244,0.000,58,44,38,0.24,0.57,0,0.000,0,0,0,"",,0,,35.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,14,"",119,"Map Room","D","N","g",2013,3,"Fla","Glen Hill Farm","B.","Artie Schiller","El Prado*Ire","Holidaysatthefarm","Smarty Jones","Glen Hill Farm","",0,0.000,04/10/2016,"","L","",0.00,0,"Stevens G L","Proctor Thomas F",10,8.214,2,0,0,1,0.000,0,0,0,0,8.214,2,0,0,1,6.720,1,0,0,1,1.494,1,0,0,0,6.720,1,0,0,1,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,117,0.000,15,23,19,0.13,0.49,2,0.000,1,0,1,0.50,1.00,134,0.000,20,17,22,0.15,0.44,0,0.000,0,0,0,"",,0,,10.000,"N","2015-16",0,0.00,0.00,41,0.17,1.65
"Pim",05/21/2016,14,"",119,"Mesojet","D","N","c",2013,4,"Fla","Donarra Thoroughbreds, LLC","Ch.","Ghostzapper","Awesome Again","Miz Betty Grace","Matty G","Matthew Schera","EASMAY",15,190.000,04/30/2016,"","L","",0.00,0,"McCarthy T","Lawrence James L II",11,2.900,2,0,0,0,0.000,0,0,0,0,2.900,2,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,2.900,2,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,4,0.000,0,0,0,0.00,0.00,61,0.000,6,12,5,0.10,0.38,0,0.000,0,0,0,"",,0,,60.000,"N","2015-16",4,0.00,0.00,25,0.04,0.14
"Pim",05/21/2016,14,"M",124,"Bourbon Commander","D","Y","r",2012,4,"Ky","Stonestreet Holdings LLC, Jerry Frankel & Roy Gottlieb","Gr/ro","Curlin","Smart Strike","Broad Smile","Broad Brush","Morris Bailey","OBSAPR",14,310.000,05/06/2016,"","L","",0.00,0,"Garcia Luis","Gaudet Lacey",12,6.930,1,0,1,0,0.868,4,0,0,0,7.798,5,0,1,0,6.930,1,0,1,0,0.300,1,0,0,0,7.498,4,0,1,0,0.000,0,0,0,0,0.375,2,0,0,0,"B",6,0.000,1,1,0,0.17,0.33,133,0.000,14,14,17,0.11,0.34,8,0.000,0,1,2,0.00,0.38,50,0.000,5,7,9,0.10,0.42,0,0.000,0,0,0,"",,0,06/22/2015,100.000,"N","2015-16",1,0.00,0.00,8,0.13,0.83
"Pim",05/21/2016,14,"",119,"Brute Force","D","N","g",2013,4,"Md","Sagamore Farm, LLC","B.","Quiet American","Fappiano","Hoka He","Dixie Union","Sagamore Farm","",0,0.000,04/16/2016,"","L","",0.00,0,"Prado E S","DePaz Horacio",13,0.000,1,0,0,0,0.000,0,0,0,0,0.000,1,0,0,0,0.000,0,0,0,0,0.000,1,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",15,0.000,4,2,4,0.27,0.67,148,0.000,18,23,18,0.12,0.40,0,0.000,0,0,0,0.00,0.00,9,0.000,0,2,1,0.00,0.33,0,0.000,0,0,0,"",,0,,15.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,14,"M",124,"Rock Harbor","D","N","c",2012,4,"Ky","Fred W. Hertrich III","B.","Rockport Harbor","Unbridled's Song","Ashtabula","Rahy","Morris Bailey","KEESEP",13,100.000,04/30/2016,"","L","",0.00,0,"Toledo J","Gaudet Lacey",14,4.900,2,0,0,1,7.383,5,0,0,2,12.283,8,0,0,3,0.000,0,0,0,0,6.828,5,0,0,2,5.455,3,0,0,1,0.000,0,0,0,0,4.955,2,0,0,1,"B",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,8,0.000,0,1,2,0.00,0.38,50,0.000,5,7,9,0.10,0.42,0,0.000,0,0,0,"",,0,12/20/2015,7.500,"N","2015-16",3,0.00,0.00,18,0.00,0.00
"Pim",05/21/2016,14,"",119,"Habits","D","N","g",2013,2,"Ky","CFP Thoroughbreds LLC","Dk. b or br","More Than Ready","Southern Halo","Kiss the Devil","Kris S.","Robert V. LaPenta","FTKOCT",14,295.000,04/23/2016,"","l","B",0.00,0,"Saez L","Rodriguez Rudy R",15,2.050,1,0,0,0,0.000,0,0,0,0,2.050,1,0,0,0,0.000,0,0,0,0,2.050,1,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"A",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,7,0.000,1,2,1,0.14,0.57,244,0.000,58,44,38,0.24,0.57,0,0.000,0,0,0,"",,0,,50.000,"N","2015-16",0,0.00,0.00,27,0.26,3.54
